id,Country,RegionOfOrigin,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019
454,DJIBOUTI,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
455,DJIBOUTI,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
457,DOMINICA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.2,0.2,0.25,0.36,0.45,0.6,0.5,0.4,0.4,0.4
458,DOMINICA,Americas,47,51,52,53,61,57,54,58,61,69,68.2,71.8,69.4,66.6,62.5,64.8,62.9,64.8,63.4,65.4,58.8,62.3,55.5,50.1,70.3
459,DOMINICA,East Asia and the Pacific,..,..,1,..,..,..,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.7,0.9,0.7,0.7,1.1,0.7,1,1.3,1.1
460,DOMINICA,Europe,13,12,12,12,12,11,11,10,11,10,10.3,11.3,10.8,13.8,11.6,10.7,11.6,12.8,13.6,14.7,13.8,14.6,15,10.8,17.4
461,DOMINICA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1
462,DOMINICA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2
463,DOMINICA,Other not classified,..,..,..,..,..,..,..,..,..,..,0.3,0.4,0.4,0.3,..,..,..,..,..,0.1,..,..,..,..,..
465,DOMINICAN REPUBLIC,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
466,DOMINICAN REPUBLIC,Americas,..,702,732,805,925,1153,1239,1261,1504,1597,1711,1948,2046,2128,2203,2368,2559,2818,2972.6,3316.1,3721.8,3902.4,3949.3,4266.3,4071.1
467,DOMINICAN REPUBLIC,East Asia and the Pacific,..,3,3,2,2,3,2,3,3,4,4,5,8,8,7,8,10,9,8.6,8.3,8.9,8.9,13.4,14.4,15.3
468,DOMINICAN REPUBLIC,Europe,..,863,1014,1064,1206,1283,1142,1031,1251,1271,1372,1389,1343,1311,1205,1143,1132,1095,1081.7,1138.3,1100.9,1221.1,1388.6,1334.3,1267.9
469,DOMINICAN REPUBLIC,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
470,DOMINICAN REPUBLIC,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,0.7,0.7,0.9,1.4,1.6,1.7
471,DOMINICAN REPUBLIC,Other not classified,1776,358,462,438,516,535,487,498,524,578,603,624,582,533,577,605,604,640,626,677.5,767.6,826,834.8,952.2,1090
473,ECUADOR,Africa,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3.1,3.1,2.3,2.6,4.5,4.2,5.8,3.7,3.8,3.9,6.2
474,ECUADOR,Americas,331,374,406,388,396,503,511,550,617,662,691,642,730,753,734.5,810.3,885.4,996,1085.7,1300,1271.2,1168.4,1383.5,2102.4,1662.6
475,ECUADOR,East Asia and the Pacific,13,14,14,14,14,19,16,17,18,18,18,18,24,34,29.4,31.2,41.3,49.3,44.4,65,69.2,67.6,67.6,62.3,64.6
476,ECUADOR,Europe,95,105,108,108,107,104,112,113,124,134,147,145,180,198,197.5,198.1,207.2,218.4,217.6,316.1,319,318.2,336.6,351.6,361.9
477,ECUADOR,Middle East,..,..,..,..,..,..,..,..,..,1,..,..,..,..,0.6,0.7,0.6,0.9,1.2,1.1,1.2,1.5,2.2,2.8,2.6
478,ECUADOR,South Asia,..,..,..,..,..,..,..,..,..,2,2,1,1,2,3.1,3.7,4.1,4.7,3.8,7.7,9.7,9.5,11.7,11.9,9.7
479,ECUADOR,Other not classified,..,..,..,..,..,..,..,..,..,..,..,34,1,16,..,..,..,..,6.7,0.4,0.3,0.2,0.2,0.2,0.1
481,EGYPT,Africa,130,116,120,131,151,147,146,161,183,245,264,302,387,401,455,491,435,428,399,398.7,418.4,498.3,645.9,801.2,911.3
482,EGYPT,Americas,229,259,257,217,277,341,251,171,188,257,298,341,430,486,489,563,287,285,240,244.3,294,278.9,358.3,456.3,548.2
483,EGYPT,East Asia and the Pacific,187,252,231,131,211,281,210,214,227,296,411,389,526,495,448,559,278,305,248,213.4,280.3,341.7,510.5,515.4,530.8
484,EGYPT,Europe,1811,2343,2394,1957,3224,3805,3132,3584,4204,5920,6047,6260,7937,9622,9416,11177,7211,8416,6976,7577.8,6793.8,2586.2,4671.7,6947.7,8380.9
485,EGYPT,Middle East,742,829,893,986,897,890,868,1013,1189,1318,1511,1706,1687,1676,1571,1761,1511,1965.5,1494,1343.3,1422.4,1580.7,1962.2,2403.1,2418.3
486,EGYPT,South Asia,32,37,30,30,35,39,40,46,51,63,73,81,106,116,118,144,102,107.6,84,75.8,93.6,97.7,125.7,154,157.3
487,EGYPT,Other not classified,2,61,36,2,2,3,2,2,3,5,4,4,18,39,38,36,21,25,22.5,24.6,25.2,15.4,18.1,68.7,79.6
489,EL SALVADOR,Africa,..,..,..,..,..,..,..,..,..,1,1,1,1,..,..,..,..,1,1,0.5,0.4,0.4,0.5,0.7,0.6
490,EL SALVADOR,Americas,205,245,343,498,596,720,660,733,682,908,1086,1240,1285,1343,1067,1123,1140,1220,1242,1304.9,1360.6,1386.9,1502.4,1623.1,1699.5
491,EL SALVADOR,East Asia and the Pacific,5,5,4,4,3,3,3,3,7,9,10,10,12,9,5,7,10,8,8,8.7,8.8,12.1,11.8,9.8,10.7
492,EL SALVADOR,Europe,25,33,27,27,26,27,22,22,30,33,31,29,41,33,19,20,34,26,32,30.4,30.8,33.3,40.4,42.6,53.8
493,EL SALVADOR,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
494,EL SALVADOR,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,0.9,0.9,1,0.9
495,EL SALVADOR,Other not classified,..,..,13,13,32,45,50,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
497,EQUATORIAL GUINEA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
498,EQUATORIAL GUINEA,Americas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
499,EQUATORIAL GUINEA,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
500,EQUATORIAL GUINEA,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
501,EQUATORIAL GUINEA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
502,EQUATORIAL GUINEA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
503,EQUATORIAL GUINEA,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
505,ERITREA,Africa,182,255,280,119,4,4,7,8,3,5,3,4,5,5,7,8,21,31,31,27,26,24,..,..,..
506,ERITREA,Americas,2,3,3,2,1,2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,..,..,..
507,ERITREA,East Asia and the Pacific,2,2,2,1,2,3,3,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,..,..,..
508,ERITREA,Europe,9,11,12,8,4,6,10,8,8,10,8,6,5,5,5,5,5,4,1,1,2,2,..,..,..
509,ERITREA,Middle East,3,1,1,2,2,2,4,4,3,4,4,3,2,1,1,1,1,1,1,..,1,2,..,..,..
510,ERITREA,South Asia,..,..,..,..,..,1,2,3,3,2,3,3,3,..,..,1,1,..,1,1,..,..,..,..,..
511,ERITREA,Other not classified,117,144,111,55,45,53,84,74,59,61,60,59,62,55,63,67,76,90,104,88,83,112,..,..,..
513,ESTONIA,Africa,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,2,2,1.6,2,2.1,2.1,2.6,2.8,3.9
514,ESTONIA,Americas,30,56,45,79,65,..,17,16,15,23,24,24,28,25,23,27,32,40,37,44,56.1,50.4,52.1,61.5,66.6
515,ESTONIA,East Asia and the Pacific,7,16,24,28,14,..,7,7,11,13,15,18,17,18,20,22,29,36,44.2,59,70.2,81.5,95.6,99.6,114.2
516,ESTONIA,Europe,2072,2365,2548,2784,3091,..,949,967,1081,1334,1411,1382,1333,1388,1332,1502,1731,1782,1849.6,1872,1779.6,1901.3,1972.2,1933.7,2021.7
517,ESTONIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
518,ESTONIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
519,ESTONIA,Other not classified,2,7,1,18,11,..,12,14,6,3,2,3,1,1,4,12,14,14,7.7,6,21.2,21.2,33.6,43,47
521,ESWATINI,Africa,253,264,131,201,199,177,145,173,110,152,1043,1056,1075,1041,1191,1218,1225,1165.2,1170,1177.8,1104.5,1111,1156.3,1116.3,1087.7
522,ESWATINI,Americas,6,6,17,5,10,11,20,10,11,5,17,19,19,20,20,20,19,20.3,21,22.7,23.4,24.2,25.6,22.8,21.1
523,ESWATINI,East Asia and the Pacific,4,4,13,1,6,7,6,5,2,3,10,10,12,12,11,11,10,11.4,12,13.4,12.8,14.7,14.4,13,12.6
524,ESWATINI,Europe,33,38,104,76,73,85,85,40,88,111,108,110,119,108,114,85,67,74,87,101.1,104.5,114.2,131.1,112.6,91.5
525,ESWATINI,Middle East,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.4,0.4,0.3
526,ESWATINI,South Asia,..,..,..,..,..,..,..,..,..,..,4,5,5,6,7,8,7,7.8,9,9.5,10.4,14.4,15.2,12.3,12.3
527,ESWATINI,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
529,ETHIOPIA,Africa,31,28,29,25,27,34,35,63,69,64,82,90,92,116,150,140,160,169,216.8,232.4,260.6,262.5,281.6,249.3,243.7
530,ETHIOPIA,Americas,14,15,16,15,16,20,20,27,32,34,41,61,68,59,78,95,96,121.2,129.7,150.3,168.6,171.7,182.5,176.5,160.5
531,ETHIOPIA,East Asia and the Pacific,4,4,5,4,4,5,6,7,9,10,13,20,26,23,31,39,36,52.4,51.9,60.7,68,69.2,73.5,76.9,66.1
532,ETHIOPIA,Europe,36,39,41,32,29,33,37,39,46,52,62,76,89,95,119,137,163,181.3,200.7,231.4,259.4,261.2,280.3,248,242.5
533,ETHIOPIA,Middle East,9,13,14,13,13,15,15,17,19,18,20,31,28,25,37,42,47,51.3,58.7,68.1,76.3,75.5,82.2,70.1,70.3
534,ETHIOPIA,South Asia,2,2,2,2,2,3,3,4,5,5,8,8,9,11,12,15,21,21.5,23.4,27.5,30.8,30.5,33.2,28.4,28.5
535,ETHIOPIA,Other not classified,8,8,32,21,23,27,32,..,..,..,..,4,..,1,..,..,..,..,..,..,..,..,..,..,..
537,FIJI,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
538,FIJI,Americas,50,50,58,61,76,63,68,69,69,78,75,81,82,82,65,66,69,70,67.6,74.4,79.5,81.4,93.6,99.3,110.2
539,FIJI,East Asia and the Pacific,212,227,232,232,264,178,226,262,288,353,389,394,388,431,415,504,542,535,533.8,561.7,618.4,653.9,687.8,706.4,719.8
540,FIJI,Europe,55,61,68,69,69,52,51,65,72,70,70,65,61,63,55,54,56,46,46.4,47.4,47.9,48.6,51.6,53.7,52.9
541,FIJI,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
542,FIJI,South Asia,..,..,..,8,..,..,..,..,..,..,..,..,..,..,..,2,2,3,2.9,3.1,3.4,4,5.2,5.9,6.2
543,FIJI,Other not classified,1,2,2,2,2,1,2,2,2,3,11,9,9,9,7,6,6,7,8.2,6.1,5.7,4.3,4.7,5,5.2
545,FINLAND,Africa,..,..,..,9,10,10,8,7,9,6,12,13,11,11,7,14,11,16,7.4,7.9,8.8,8.6,11.2,11.5,11.9
546,FINLAND,Americas,..,..,..,164,161,154,161,182,151,159,160,167,174,163,151,150,181,223,121,127.9,135,149.1,174.4,189.5,195.8
547,FINLAND,East Asia and the Pacific,..,..,..,135,126,130,158,244,210,268,273,262,312,314,310,347,427,474,272.6,286.6,349,429.3,532.7,533.9,577.5
548,FINLAND,Europe,..,..,..,3095,3059,3487,3916,4245,4157,4417,4581,4891,5205,5540,5182,5646,6641,6923,2218.4,2111.9,1934,1946.9,2202.8,2217,2286.8
549,FINLAND,Middle East,..,..,..,3,2,2,3,4,..,..,4,4,12,12,9,..,..,..,5.4,6.3,7.8,9.2,12.2,14.5,20.6
550,FINLAND,South Asia,..,..,..,6,5,6,6,5,..,4,8,8,22,32,23,25,..,..,18.5,19.4,24.5,28.6,34,38,45.8
551,FINLAND,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,153.5,171.4,163,217.2,213,219.7,152
553,FRANCE,Africa,..,996,1030,1064,981,1074,921,924,889,1596,1421,1434,1576,1765,1823,1876.7,2310.7,2275.7,2349.6,2483.4,2773.6,2926.7,2799.2,2919.9,..
554,FRANCE,Americas,..,4191,4556,4849,5029,5698,5291,4639,3954,4786,4950,5406,6024,5963,5491,5379.7,6338.7,6132.5,6224.8,6619.8,7090.8,8131.4,8631.6,8956,..
555,FRANCE,East Asia and the Pacific,..,1986,2036,2140,2261,2353,2114,2080,1890,2697,2827,3139,3206,3483,3371,3400.1,3905.4,4159.2,4660.6,5175,6198.2,5640.9,5683.2,6041.6,..
556,FRANCE,Europe,..,54788,58515,61643,64453,67580,66491,69078,68072,64789,65217,67392,69272,67305,65245,65040.1,67122.8,68553.6,69388.2,68323.2,67037.2,64727.9,68292.8,69955,..
557,FRANCE,Middle East,..,262,273,234,233,399,325,249,210,565,573,544,775,703,835,950.4,821,858.7,1010.6,1099.2,1351.9,1255.2,1351.3,1449.4,..
558,FRANCE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
559,FRANCE,Other not classified,..,183,181,178,191,85,60,42,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
561,FRENCH GUIANA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
562,FRENCH GUIANA,Americas,..,..,..,..,..,..,..,18,..,..,25,..,37,..,..,..,..,..,..,..,21.7,23.9,27.7,..,..
563,FRENCH GUIANA,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
564,FRENCH GUIANA,Europe,..,..,..,..,..,..,..,45,..,..,64,..,67,..,..,..,..,..,..,..,65,71.7,83.1,..,..
565,FRENCH GUIANA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
566,FRENCH GUIANA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
567,FRENCH GUIANA,Other not classified,..,..,..,..,..,..,..,2,..,..,6,..,5,..,..,..,..,..,..,..,..,..,..,..,..
569,FRENCH POLYNESIA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,0.3,0.3,0.3,0.3,0.3,0.4,0.3
570,FRENCH POLYNESIA,Americas,60,55,54,62,80,..,107,72,89,86,80,89,81,71,52,53,64,67,68.3,78.2,79,82.1,82.2,91.1,104
571,FRENCH POLYNESIA,East Asia and the Pacific,37,34,42,38,38,..,36,40,42,45,46,48,50,42,35,33,34,38,36.9,38.9,41.1,43.2,46.5,43,38.3
572,FRENCH POLYNESIA,Europe,74,74,84,87,92,..,84,76,80,80,82,83,85,83,73,67,64,63,58,62.4,62.5,65.6,68.7,80.7,92.9
573,FRENCH POLYNESIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.4,0.3,0.6,0.6,0.6,0.7
574,FRENCH POLYNESIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.4,0.5,0.6,0.6,0.4,0.4
575,FRENCH POLYNESIA,Other not classified,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,1,1,1,..,..,..,..,..,..,..
577,GABON,Africa,21,28,33,48,41,38,42,52,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
578,GABON,Americas,19,21,24,27,6,2,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
579,GABON,East Asia and the Pacific,1,1,1,1,5,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
580,GABON,Europe,72,82,94,103,104,112,119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
581,GABON,Middle East,2,3,3,4,5,2,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
582,GABON,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
583,GABON,Other not classified,9,10,12,12,17,1,1,156,167,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
585,GAMBIA,Africa,1,1,1,2,1,1,..,1,5,1,3,4,3,3,3,2,15,16,23,15,14.8,13.4,13.2,16.6,22.1
586,GAMBIA,Americas,..,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,3,3,4,3.9,4,4.3,5.1,6.3
587,GAMBIA,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
588,GAMBIA,Europe,40,72,81,86,91,75,54,77,64,84,93,101,121,123,115,73,87,109,109,102,81,106,106,141.2,156.2
589,GAMBIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
590,GAMBIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
591,GAMBIA,Other not classified,4,4,2,3,3,2,2,2,20,2,11,17,17,19,21,14,2,29,36,35,34.9,37.7,38.6,46.2,51.2
593,GEORGIA,Africa,..,..,1,..,..,..,1,1,..,1,..,1,1,1,1,3,1.3,2.1,2.2,2.6,4.1,6.3,8.2,8.4,9.4
594,GEORGIA,Americas,3,3,4,5,9,11,8,7,9,11,15,19,17,18,20,25,21.1,25.5,24.2,27.6,30.8,33.9,42.5,55.2,61.6
595,GEORGIA,East Asia and the Pacific,..,..,1,2,5,7,5,7,7,5,3,14,10,10,11,14,17.6,23,25.1,24.3,29.7,42.5,61.1,91.1,129.3
596,GEORGIA,Europe,78,106,304,304,363,358,282,275,289,343,533,936,1009,1243,1447,1957,2193.1,3479.5,4270.4,4391.9,4667.3,4641.9,5440.8,6087.6,6665.3
597,GEORGIA,Middle East,..,..,1,1,2,2,1,1,2,2,1,2,2,3,3,3,4.5,13.8,56.3,34,46.1,71.4,131.5,125.8,156.2
598,GEORGIA,South Asia,1,2,2,5,5,6,5,6,7,7,7,10,11,13,15,28,60.3,88.3,72.7,37.3,32.2,161.7,336,353.5,208.4
599,GEORGIA,Other not classified,3,5,..,1,..,3,1,..,..,0,1,1,2,2,3,2,413.8,473.7,503.5,486.6,445.8,435.1,462.6,481.8,495.6
601,GERMANY,Africa,124,124,134,137,142,160,147,144,143,146,144,167,164,160,158,193,193,227,246,253.6,274,262.6,271.2,272.5,284.2
602,GERMANY,Americas,1889,1942,2127,2351,2400,2865,2334,2151,2049,2337,2398,2783,2706,2572,2476,2883,2914,3155,3192,3271.8,3487,3508.5,3889.5,4084.7,4142
603,GERMANY,East Asia and the Pacific,1546,1573,1590,1515,1567,1799,1651,1716,1605,1931,2001,2176,2105,1991,1790,2046,2297,2666,2805,3024.2,3556,3488.9,3888.7,3964.8,3962.6
604,GERMANY,Europe,10820,11112,11491,11979,12497,13516,13093,13289,13878,14918,16100,17504,18423,19096,18782,20610,21861,23121,23899,24915.3,25951,26568.4,27635.3,28681.2,29489.2
605,GERMANY,Middle East,62,76,84,97,93,106,117,128,143,160,185,202,223,242,259,336,343,449,517,587.4,698,673.1,660.8,636,604.3
606,GERMANY,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142,161,172,190,194.2,213,231.2,268.7,289.7,307.1
607,GERMANY,Other not classified,406,377,411,433,416,537,518,542,581,644,672,737,800,823,754,665,605,621,696,752.8,791,822.6,837.3,951.7,773.9
609,GHANA,Africa,97,104,111,118,127,136,149,164,181,199,173,140,..,..,..,..,..,..,..,..,..,..,..,..,..
610,GHANA,Americas,24,26,27,29,31,34,37,41,45,49,63,74,..,..,..,..,..,..,..,..,..,..,..,..,..
611,GHANA,East Asia and the Pacific,14,15,16,17,18,19,21,23,26,28,11,8,..,..,..,..,..,..,..,..,..,..,..,..,..
612,GHANA,Europe,71,76,81,86,92,99,109,120,132,145,100,96,..,..,..,..,..,..,..,..,..,..,..,..,..
613,GHANA,Middle East,2,2,2,3,3,3,3,4,4,4,11,10,..,..,..,..,..,..,..,..,..,..,..,..,..
614,GHANA,South Asia,..,..,..,..,..,..,..,..,..,..,11,14,..,..,..,..,..,..,..,..,..,..,..,..,..
615,GHANA,Other not classified,78,83,88,95,101,108,119,131,144,159,60,155,..,..,..,..,..,..,..,..,..,..,..,..,..
617,GREECE,Africa,27,24,23,21,24,24,24,22,19,23,23,30,46,44,26,28,34,33,27,40,35.6,63.1,82.1,115.1,127.3
618,GREECE,Americas,324,298,314,292,305,300,232,217,219,236,417,513,843,849,729,691,719,559,754.4,890,1094.7,1099.7,1271.8,1680.5,1817.9
619,GREECE,East Asia and the Pacific,261,314,281,224,225,231,243,242,213,227,254,316,230,218,206,199,207,216,238.2,365,362.2,738.4,981.7,1101.4,1195.9
620,GREECE,Europe,9467,8541,9405,10334,11556,12465,13483,13630,13459,12766,13996,15104,14988,14767,13884,14034,15430,14661,16822,20651,21984.6,22898.2,24858.5,27225.8,28207.3
621,GREECE,Middle East,45,51,44,42,50,72,71,64,55,55,72,71,46,48,56,45,28,36,73,86,111.7,..,..,..,..
622,GREECE,South Asia,6,5,4,4,4,3,4,4,4,5,4,5,1,1,2,9,9,13,5,1,10.6,..,..,..,..
623,GREECE,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,11,12,12,..,..,..,..,..,..,..,..,..,..
625,GRENADA,Africa,..,..,..,..,..,..,..,..,1,1,..,..,1,1,1,1,1,0.3,0.5,0.5,0.5,0.5,0.7,0.6,0.7
626,GRENADA,Americas,52,50,52,55,64,62,66,77,80,77,59,65,64,66,62,59,65,57.8,64,75.2,78.9,80.1,92.7,103.7,106
627,GRENADA,East Asia and the Pacific,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,0.7,0.5,1.2,1.1,1,1.1,1.9,1.7
628,GRENADA,Europe,36,38,38,38,41,46,40,39,43,36,22,33,42,45,36,35,36,31.2,25.7,31.2,32.6,30.9,30.5,31.4,30.9
629,GRENADA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.3,0.7,0.6,0.4,0.2,0.1,0.1
630,GRENADA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
631,GRENADA,Other not classified,20,20,20,21,18,18,15,15,17,19,16,19,20,18,14,14,15,14.9,15,16.5,18.8,22.5,21.2,23.3,23.5
633,GUADELOUPE,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
634,GUADELOUPE,Americas,12,11,17,7,8,126,13,..,..,..,..,..,..,..,2,..,..,..,57,..,24.4,..,..,..,..
635,GUADELOUPE,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
636,GUADELOUPE,Europe,141,135,129,125,137,495,361,..,..,..,370,..,..,..,343,385,..,..,374,..,452.6,..,..,..,..
637,GUADELOUPE,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
638,GUADELOUPE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
639,GUADELOUPE,Other not classified,..,..,..,..,..,..,..,..,..,..,2,..,..,..,1,7,..,..,56,..,34.8,..,..,..,..
641,GUAM,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
642,GUAM,Americas,57,36,44,42,42,42,43,43,..,47,46,45,50,54,56,62,62,63,59.7,69.6,71,78.7,77.9,103.2,95.2
643,GUAM,East Asia and the Pacific,1276,1308,1324,1079,1105,1231,1077,984,..,1069,1134,1134,1125,1034,983,1120,1082,1225,1251.7,1236.9,1320,1428.4,1433.1,1429.3,1556.8
644,GUAM,Europe,..,1,2,2,2,2,1,1,..,2,2,1,2,2,2,2,2,6,10.2,18.2,5,4.6,5.4,7.1,6.5
645,GUAM,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
646,GUAM,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..
647,GUAM,Other not classified,29,18,12,14,13,11,38,30,..,42,46,31,48,52,12,13,14,14,12.1,18.4,13,23.8,28.9,8.4,8
649,GUATEMALA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,1.3,1.3,1.4,1.5,1.7,1.7,1.7,1.9,2,1.9
650,GUATEMALA,Americas,446,409,457,505,693,688,676,712,704,1007,1148,1325,1444,1518,1088.4,1163,1218.1,1275.1,1293.2,1494.6,1611.4,1632.3,1803.1,2063,2242.6
651,GUATEMALA,East Asia and the Pacific,12,12,14,15,15,17,22,24,22,23,25,28,30,30,20.2,22.2,22.6,25.5,27,30.7,31.4,30.4,33,32.2,30.8
652,GUATEMALA,Europe,104,97,104,115,114,119,135,145,151,150,140,147,152,165,117.6,119.3,116.3,114.2,119.7,138.4,140.2,135,149.7,154.3,149.6
653,GUATEMALA,Middle East,..,..,..,..,..,..,..,1,1,..,1,..,..,..,0.4,0.4,0.4,0.5,0.6,0.8,0.8,0.8,1.2,1.2,1.2
654,GUATEMALA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,5,3.3,1.6,2,2.1,2.4,2.2,2.4,2.8,2.7
655,GUATEMALA,Other not classified,1,1,1,1,1,2,2,2,3,2,1,2,2,2,81.3,72.5,72.3,72.8,71.7,70.6,77.2,103.7,129.1,150.4,130.8
657,GUINEA,Africa,..,..,3,4,9,13,18,22,16,13,15,18,10,10,..,4.6,44,40,20.2,11.2,12.2,21.1,..,..,..
658,GUINEA,Americas,..,..,2,2,4,4,4,3,4,4,5,2,2,2.4,..,1.2,18,9,6.1,3.3,3.7,6.5,..,..,..
659,GUINEA,East Asia and the Pacific,..,..,1,1,1,1,2,2,2,2,3,3,3,1.6,..,1,10,5,5.7,3.6,3.2,6.2,..,..,..
660,GUINEA,Europe,..,..,9,12,11,14,13,12,15,16,15,15,9,7.7,..,5.1,54.5,37,21.5,12.9,14.6,23.5,..,..,..
