id,Country,RegionOfOrigin,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019
1367,SAMOA,Other not classified,2,2,1,..,1,1,..,..,..,..,..,0.3,0.3,0.6,0.5,0.4,0.9,0.7,2,2.7,4.8,1.3,2.2,2,1.8
1369,SAN MARINO,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,0.4,0.3,0.6,0.2,..
1370,SAN MARINO,Americas,..,..,..,..,..,..,..,..,..,..,17,22,37,19,12,12,19,18,17.3,26,15.9,21.1,17.6,15.7,12.4
1371,SAN MARINO,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,53,36,26,17,19,18,20,22,22.2,21.8,26.1,37.5,30.5,28.7,28.5
1372,SAN MARINO,Europe,..,..,..,..,..,..,..,..,..,..,2035,2076,2099,2074,2023,1944,1997,1828,1864.5,1953.6,1844.8,1930.5,1879.7,1822.3,1857.5
1373,SAN MARINO,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.5,0.4,0.1,0.1,0.1
1374,SAN MARINO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.3,1.6,0.4,1,0.5
1375,SAN MARINO,Other not classified,..,..,..,..,..,..,..,..,..,..,2,2,2,2,2,2,2,1,1,0.7,..,8.6,8,6.1,5.4
1377,SAO TOME AND PRINCIPE,Africa,1.7,1.7,1.1,1.4,1.2,1.1,1.5,1.9,2.6,2.1,4.4,2.8,2.2,2.5,..,2.1,3,..,..,..,..,7.637,6.46,7.473,..
1378,SAO TOME AND PRINCIPE,Americas,0.4,0.3,0.2,..,..,..,1.2,0.3,0.6,0.7,0.6,0.5,0.3,0.4,..,0.5,1,..,..,..,..,2.357,1.496,2.271,..
1379,SAO TOME AND PRINCIPE,East Asia and the Pacific,0.2,0.2,0.1,..,..,..,..,..,..,..,0.2,..,..,..,..,0.1,0.5,..,..,..,..,0.607,1.128,1.161,..
1380,SAO TOME AND PRINCIPE,Europe,3.8,4.1,3.4,3.5,4.3,3.8,4.2,5.4,6.7,6.8,10.3,7.6,4,6.4,..,5.1,6.7,..,..,..,..,18.192,19.678,22.325,..
1381,SAO TOME AND PRINCIPE,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,0.055,0.099,0.095,..
1382,SAO TOME AND PRINCIPE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,0.071,0.087,0.099,..
1383,SAO TOME AND PRINCIPE,Other not classified,0.1,0.1,..,0.7,0.3,2.2,0.5,1.6,0.1,1,0.3,1.4,5.3,5.2,..,0.2,..,..,..,..,..,..,..,..,..
1385,SAUDI ARABIA,Africa,585,..,..,..,..,566,535,607,525,675,436,489,601,1033,261,369,667,895,769,847.5,1139.3,1517.9,1487.1,1406.6,1501.9
1386,SAUDI ARABIA,Americas,29,..,..,..,..,54,47,52,46,53,70,66,236,297,57,54,54,157,179,209,284.4,704.2,535.5,909.3,1018.5
1387,SAUDI ARABIA,East Asia and the Pacific,2658,..,..,..,..,630,596,660,612,753,439,595,579,941,362,485,696,771,1196.6,1176.6,1607.6,1988.3,2041.5,1980.7,2237.2
1388,SAUDI ARABIA,Europe,79,..,..,..,..,338,305,339,334,424,340,485,657,1185,445,367,644,839,1126,1148,1379.2,1507.5,1149.2,1238.1,1498
1389,SAUDI ARABIA,Middle East,..,..,..,..,..,3599,3853,4213,3924,4752,5607,5516,7444,9334,8678,8245,9545,10637,9607.6,11144,9935.3,7729.7,6039.4,5566.7,6521.8
1390,SAUDI ARABIA,South Asia,..,..,..,..,..,1380,1371,1619,1869,1933,1142,1469,2014,1967,1094,1330,2566,3024,2892,3685,3615.7,4335.6,4722.6,4224.4,4493.4
1391,SAUDI ARABIA,Other not classified,..,..,..,..,..,18,19,22,21,8,1,..,..,..,..,..,7,9,2,50,32.7,261.1,133.7,8.5,254.7
1393,SENEGAL,Africa,57,67,70,84,81,97,78,86,86,209,265,430,438,..,..,..,..,..,..,..,..,..,..,..,..
1394,SENEGAL,Americas,11,13,12,12,10,13,11,10,10,25,26,26,26,..,..,..,..,..,..,..,..,..,..,..,..
1395,SENEGAL,East Asia and the Pacific,3,4,3,2,3,3,2,2,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1396,SENEGAL,Europe,206,195,225,248,270,274,301,323,252,349,393,324,324,..,..,..,..,..,..,..,..,..,..,..,..
1397,SENEGAL,Middle East,1,2,1,2,1,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1398,SENEGAL,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1399,SENEGAL,Other not classified,2,2,2,4,4,1,3,5,2,84,85,86,87,..,..,..,..,..,..,..,..,..,..,..,..
1401,SERBIA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8,11,9.2,10.9,12.7,12.9
1402,SERBIA,Americas,..,..,..,..,..,..,..,12,14,13,16,17,19,15,16,19,19,22,24,30.6,37,41.4,50.3,58.6,64.4
1403,SERBIA,East Asia and the Pacific,..,..,..,..,..,..,..,3,4,5,6,6,7,8,8,10,12,15,23,53.3,73,66.6,111.4,158.8,198.4
1404,SERBIA,Europe,..,..,..,..,..,..,..,288,313,363,419,435,656,610,603,633,711,746,837,932.2,1011,1158.4,1319.5,1439.6,1555.7
1405,SERBIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.8,5.2,5.8,4.8
1406,SERBIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.1,10.4
1407,SERBIA,Other not classified,..,..,..,..,..,..,..,9,8,10,12,10,14,13,18,21,22,27,38,1.9,..,..,..,..,..
1409,SERBIA AND MONTENEGRO,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1410,SERBIA AND MONTENEGRO,Americas,4,6,6,10,3,4,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1411,SERBIA AND MONTENEGRO,East Asia and the Pacific,1,2,2,2,2,2,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1412,SERBIA AND MONTENEGRO,Europe,218,285,280,259,141,222,327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1413,SERBIA AND MONTENEGRO,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1414,SERBIA AND MONTENEGRO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1415,SERBIA AND MONTENEGRO,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1417,SEYCHELLES,Africa,14,13,14,12,14,14,14,14,14,13,12,13,17,19,18,22,24,25,27.1,28,35.6,32.8,35.5,34.6,34.1
1418,SEYCHELLES,Americas,6,7,7,7,4,6,7,4,3,4,4,3,4,4,5,4,5,6,6.1,6.7,8.5,9.5,14.5,14.3,15.6
1419,SEYCHELLES,East Asia and the Pacific,4,4,3,3,3,3,3,3,2,2,3,3,4,3,4,4,6,9,13,18.7,20,21.3,19.2,15.7,12.4
1420,SEYCHELLES,Europe,94,103,103,103,101,105,103,108,100,99,104,114,130,125,122,132,144,146,161,156,175.2,195.7,227.9,248.2,273.1
1421,SEYCHELLES,Middle East,1,1,1,1,1,2,1,2,2,2,4,5,5,5,6,8,12,18,19.5,18.7,27.1,30.5,36.8,33,33
1422,SEYCHELLES,South Asia,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,4,3,3,3.6,4.8,9.8,13.4,16.1,16,16
1423,SEYCHELLES,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1425,SIERRA LEONE,Africa,5.1,7.3,2.3,5.3,4.3,4.8,11.4,13.5,23.3,24.4,21.8,10.1,10.8,12,13,11,16,16,21.6,12,6.7,23.8,14.4,14.6,13.7
1426,SIERRA LEONE,Americas,2.1,3.9,1.2,1.4,0.1,2.5,3.2,3.8,4.7,4.8,4.7,6.7,6.2,7,7,7,11,11,19.9,9.3,5.5,6.9,11.9,15.4,15
1427,SIERRA LEONE,East Asia and the Pacific,0.5,1,0.4,1.1,0.6,1.9,1.8,2.1,2,2.3,2.3,4.8,2.6,3,4,6,9,8,7.1,4,2.2,3.7,6.6,5.5,6.1
1428,SIERRA LEONE,Europe,2.6,4.5,2.1,4,4.2,5.7,6.3,7.4,6.5,9.5,9.9,10.5,11.3,13,11,10,14,16,25.7,15.3,7.4,19.4,13,17.2,20.4
1429,SIERRA LEONE,Middle East,0.6,1.1,0.5,1,1.4,0.9,1.4,1.6,1.6,2.6,1.3,1.5,1,1,2,3,1,6,3.7,2.3,1,0.5,2.8,2.2,3.4
1430,SIERRA LEONE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,3,2.6,1,1,0.6,2.4,1.6,4.4
1431,SIERRA LEONE,Other not classified,2.9,4.1,1,0.1,..,..,..,..,..,..,..,0.1,0.3,..,..,..,..,..,..,..,..,..,..,..,..
1433,SINGAPORE,Africa,83,75,65,72,84,92,81,70,56,71,79,87,94,86,73,71,69,64.2,62.9,61.7,62.8,68,72.7,79.4,85.8
1434,SINGAPORE,Americas,426,459,460,425,444,483,434,416,315,422,470,510,524,505,468,525,564,616.4,641.5,635.3,657.3,680.6,758.7,861.7,962.7
1435,SINGAPORE,East Asia and the Pacific,5237,5329,5216,4288,4850,5347,5298,5426,4426,6073,6445,7012,7323,7070,6785,8475,9887,10987.5,11920.2,11406,11427.2,12347.7,13001.3,13590.4,14046.9
1436,SINGAPORE,Europe,974,1011,997,991,1058,1139,1124,1112,885,1081,1136,1220,1277,1334,1318,1386,1414,1551,1605.8,1632.5,1651.6,1761.7,1873.6,2085.7,2157.1
1437,SINGAPORE,Middle East,52,50,48,60,66,71,72,47,30,55,56,66,78,88,86,102,113,118,135,146.9,142.4,143.7,134,131.7,141.8
1438,SINGAPORE,South Asia,365,367,396,395,444,516,508,490,415,626,751,850,968,1027,953,1083,1124,1151.4,1201.1,1212.4,1290.2,1401.6,1584.4,1759.3,1721.7
1439,SINGAPORE,Other not classified,..,..,15,11,12,43,5,5,..,..,5,6,21,6,..,..,..,7.8,1.4,..,..,..,..,..,..
1441,SINT EUSTATIUS,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1442,SINT EUSTATIUS,Americas,3.3,2.9,2.9,3,2.9,3.4,3.4,3.4,3.5,3.7,3.5,3.2,3.9,3.8,3.6,3.5,..,..,..,..,..,..,..,..,..
1443,SINT EUSTATIUS,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1444,SINT EUSTATIUS,Europe,3.7,3.8,4.1,4.3,4.3,4,4.5,4.6,5.3,5.5,5.4,4.9,5.9,6.2,6.6,6.4,..,..,..,..,..,..,..,..,..
1445,SINT EUSTATIUS,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1446,SINT EUSTATIUS,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1447,SINT EUSTATIUS,Other not classified,1.8,1.5,1.5,1.3,2,1.7,1.7,1.8,1.7,1.8,1.5,1.5,1.7,1.8,1.8,1.5,..,..,..,..,..,..,..,..,..
1449,SINT MAARTEN (DUTCH PART),Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1450,SINT MAARTEN (DUTCH PART),Americas,293,211,272,290,281,272,270,260,301,338,332,328,335,336,310,308,292,319,333,361,354.7,366.7,273.3,92.6,214
1451,SINT MAARTEN (DUTCH PART),East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1452,SINT MAARTEN (DUTCH PART),Europe,132,119,131,133,126,122,97,87,88,96,94,97,96,103,98,101,102,105,104,107,114.8,143,115,75.4,92
1453,SINT MAARTEN (DUTCH PART),Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1454,SINT MAARTEN (DUTCH PART),South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1455,SINT MAARTEN (DUTCH PART),Other not classified,35,35,36,36,38,39,36,34,38,40,42,42,38,37,32,34,30,33,30,32,35.7,18,13.9,9.6,13.5
1457,SLOVAKIA,Africa,2,2,2,3,3,3,3,3,3,2,2,3,2,3,2,3,3,5,5.4,4.1,5.3,5.1,5.7,5.8,6.9
1458,SLOVAKIA,Americas,26,28,26,30,31,36,36,33,34,39,42,39,44,41,30,36,43,46,52.1,45.2,61.4,68.8,74.7,82.4,90.5
1459,SLOVAKIA,East Asia and the Pacific,21,23,21,23,23,25,30,34,32,42,56,69,74,71,54,65,72,80,85,61.5,89.2,109.6,151.9,150.7,156.1
1460,SLOVAKIA,Europe,854,898,762,839,918,980,1148,1326,1316,1317,1413,1499,1559,1648,1210,1220,1337,1389,1521.3,1358.1,1557.6,1831.8,1920.2,2003.4,2207.4
1461,SLOVAKIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,4,1,1,1,1,1,1,1.2,1.8,1.6,1.3,1.6,2.1
1462,SLOVAKIA,South Asia,..,..,..,..,..,1,2,1,1,..,1,..,1,1,1,1,2,3,4,3.5,5.1,6.8,8.6,12.1,12.1
1463,SLOVAKIA,Other not classified,..,..,3,1,..,..,..,..,..,..,1,1,1,1,1,1,2,3,1,1.4,0.8,3.3,..,..,..
1465,SLOVENIA,Africa,..,..,..,..,..,..,..,..,..,..,2,1,2,4,3,3.9,5,5.7,6.5,6.3,7.7,9.3,10.8,13.2,13.4
1466,SLOVENIA,Americas,15,17,17,21,22,30,33,36,36,46,59,67,67,66,55,71.5,77.9,87.9,103.2,112.9,134,146.8,174,208,226.8
1467,SLOVENIA,East Asia and the Pacific,4,5,6,8,8,12,15,17,17,24,40,52,65,86,90,107.2,120,151.8,168.3,247.9,307.7,344.1,426.9,478,512.8
1468,SLOVENIA,Europe,704,800,942,940,845,1038,1160,1236,1308,1411,1454,1496,1617,1803,1676,1866.4,2033.2,2131.3,2223.7,2308,2572.6,2896.7,3379,3725.9,3948.8
1469,SLOVENIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1470,SLOVENIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1471,SLOVENIA,Other not classified,8,10,9,8,9,10,10,13,12,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1473,SOLOMON ISLANDS,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1474,SOLOMON ISLANDS,Americas,1.1,0.6,1.3,1.1,..,0.5,..,..,0.6,0.3,0.6,0.9,1,1.2,1.1,1,1.2,1.4,1.3,1.3,1.6,1.6,1.8,1.8,2.1
1475,SOLOMON ISLANDS,East Asia and the Pacific,9.2,5,11.5,13.4,..,4.2,..,..,5.4,4.9,8.1,9.8,11.6,13.8,15.9,18.2,20.5,21.2,21.8,17.6,18.7,20.1,22.1,24,24.6
1476,SOLOMON ISLANDS,Europe,1.5,..,1,1.2,..,0.5,..,..,0.5,0.3,0.5,0.7,0.9,1.1,1.1,1,0.9,1.1,1.1,1.1,1.2,1.3,1.4,1.8,1.73
1477,SOLOMON ISLANDS,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1478,SOLOMON ISLANDS,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1479,SOLOMON ISLANDS,Other not classified,..,4.7,..,..,..,..,..,..,0.1,..,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.4,0.3,0.5
1481,SOMALIA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1482,SOMALIA,Americas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1483,SOMALIA,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1484,SOMALIA,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1485,SOMALIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1486,SOMALIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1487,SOMALIA,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1489,SOUTH AFRICA,Africa,3449,3790,3677,4305,4363,4234,4131,4453,4450,4638,5370,6281,6862,7344,5083.1,5733.5,6130,6648,6846.7,7272,6738.2,7492,7549.9,7777.7,7591.7
1490,SOUTH AFRICA,Americas,160,178,208,255,245,248,242,255,262,291,322,358,387,407,333.5,458,433,514,545.5,435,403.8,473.7,545.5,561.2,560.7
1491,SOUTH AFRICA,East Asia and the Pacific,173,180,190,199,188,192,194,229,225,239,239,258,282,271,216.1,293,305,401,436.9,293,270.3,337.9,327.7,323.7,319.5
1492,SOUTH AFRICA,Europe,738,817,924,1016,1049,1042,1028,1274,1339,1306,1329,1403,1438,1434,1248.4,1355,1307,1434,1517,1400,1350.6,1569.9,1687.5,1645.9,1586.4
1493,SOUTH AFRICA,Middle East,8,8,7,11,10,11,13,15,15,16,17,20,21,23,19.3,21,20,23,25.8,24,25.2,33.3,34.4,29.2,33.8
1494,SOUTH AFRICA,South Asia,25,27,30,34,39,26,28,34,41,36,36,44,52,52,74.9,98,119,142,144.5,110,102,125.7,127.5,120.8,120.9
1495,SOUTH AFRICA,Other not classified,130,185,134,79,132,119,151,170,173,151,56,32,49,61,36.4,115,25,26,20.1,15,13.6,11.6,12.7,13.6,15.6
1497,SOUTH SUDAN,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1498,SOUTH SUDAN,Americas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1499,SOUTH SUDAN,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1500,SOUTH SUDAN,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1501,SOUTH SUDAN,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1502,SOUTH SUDAN,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1503,SOUTH SUDAN,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1505,SPAIN,Africa,..,..,26,29,25,37,..,..,..,..,..,..,..,..,267.4,302,509,492,487.2,552,725.6,1243,1314.3,1235.9,1340
1506,SPAIN,Americas,..,..,1792,2113,2216,2452,2125,2001,1894,2079,2233,2378,2313,2398,2574,2618,2887,3123,3065.1,3132,3638,4573.9,5866,6370.5,7092.1
1507,SPAIN,East Asia and the Pacific,..,..,292,401,370,321,256,229,237,151,181,255,346,237,505,962,1176,1345,1531.2,1850,1805,1904.7,2299,2560.7,2977
1508,SPAIN,Europe,..,..,34490,38800,42078,42633,45019,47168,47835,49239,52190,54313,54927,53512,48204.4,48290,51420,52243,55273.4,59035,61667,67047.4,71695.9,71903.9,71377.8
1509,SPAIN,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,110,170,216.9,250.6,218.4,386.7,466.4,416.3,424.7
1510,SPAIN,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,74,91,101.6,119.4,120.7,159.3,227,321,297.5
1511,SPAIN,Other not classified,..,..,531,548,752,960,1165,933,887,961,1310,1058,1080,1045,627,407,1,..,..,..,..,..,..,..,..
1513,SRI LANKA,Africa,1,2,2,1,1,1,1,2,2,2,2,3,3,2,2,2,3,5,8,12,12.9,12.1,12.7,14.9,15.1
1514,SRI LANKA,Americas,15,13,16,18,19,18,16,20,26,31,47,36,32,28,26,41,50,61,69,77,89.6,104,110.9,137.6,127.4
1515,SRI LANKA,East Asia and the Pacific,61,50,58,54,66,58,49,66,84,91,100,98,76,67,74,106,143,191,244,346,434.5,509,536.3,548.6,391.8
1516,SRI LANKA,Europe,255,172,218,246,282,268,211,208,266,299,236,243,223,199,199,297,372,453,556,641,711,815.3,853.9,1017.9,887.6
1517,SRI LANKA,Middle East,4,4,4,4,5,4,6,6,7,10,10,10,11,12,20,31,48,47,69,78,88,90.9,77.7,71.6,44.1
1518,SRI LANKA,South Asia,68,61,67,58,63,52,54,90,116,133,153,169,150,130,127,177,240,249,329,373,462.9,519.4,524.8,543.2,447.7
1519,SRI LANKA,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1521,STATE OF PALESTINE,Africa,..,..,1,1,2,3,1,1,1,1,1,2,5,10,12,14,28,24,33,27,18,11.4,12.2,10.8,17
1522,STATE OF PALESTINE,Americas,..,..,35,32,40,39,8,6,6,11,14,19,32,39,63,88,57,54,68,74,54,47.4,60.5,70.4,77.7
1523,STATE OF PALESTINE,East Asia and the Pacific,..,..,6,5,12,19,10,6,5,8,16,17,20,41,41,67,58,52,64,64,71,84.4,103.9,122,150.3
1524,STATE OF PALESTINE,Europe,..,..,164,157,240,242,24,18,24,35,55,83,203,294,276,351,301,353,373,385,279,246.2,319.5,397,436.5
1525,STATE OF PALESTINE,Middle East,..,..,4,6,6,8,1,1,1,1,2,2,3,3,4,2,5,7,7,6,10,10.7,6.7,6,6.6
1526,STATE OF PALESTINE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1527,STATE OF PALESTINE,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1529,SUDAN,Africa,..,..,..,5,7,5,7,7,7,9,59,51,65,66,60,49,54,103.8,108.2,119.7,142.2,130.2,130,135,..
1530,SUDAN,Americas,..,..,..,5,6,4,4,..,..,..,21,12,16,15,21,20,21,24.2,26.4,38.4,42.6,45.1,49,49,..
1531,SUDAN,East Asia and the Pacific,..,..,..,5,4,7,10,13,14,17,109,222,297,299,239,30,32,35.6,38.8,45.2,48.2,48.4,48,51,..
1532,SUDAN,Europe,..,..,..,5,7,9,11,12,14,17,56,44,57,57,100,74,80,50.8,51.2,79.7,81.7,81.4,85,86,..
1533,SUDAN,Middle East,..,..,..,11,12,9,13,..,..,..,..,..,..,..,..,272,295,297.4,302.2,326.4,346.6,416.1,416,422,..
1534,SUDAN,South Asia,..,..,..,5,3,4,5,..,..,..,..,..,..,..,..,40,43,47.1,48.7,54.4,58.7,57.1,60,65,..
1535,SUDAN,Other not classified,..,..,..,..,..,..,..,20,17,18,1,..,1,2,..,10,11,15.7,15.9,19.8,20.9,21.4,25,28,..
1537,SURINAME,Africa,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.3,0.6,0.6,0.5,..,..
1538,SURINAME,Americas,20,10,10,6,6,8,3,4,7,45,56,51,52,52,59,88.7,103.9,123.7,136,129.7,116.7,132.5,104.5,..,..
1539,SURINAME,East Asia and the Pacific,5,3,2,2,2,2,1,1,1,..,4,3,3,3,2,3.3,4.4,4.6,5,5.5,4.7,6.2,8.7,..,..
1540,SURINAME,Europe,18,39,50,46,49,46,49,54,74,87,100,99,111,95,88,110.3,108.2,107.7,104.6,113.36,100.3,116,162.7,..,..
1541,SURINAME,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1542,SURINAME,South Asia,..,..,..,..,..,..,..,..,..,..,..,0.3,0.5,0.5,0.5,0.7,0.8,0.7,0.8,1,0.7,1.3,1.2,..,..
1543,SURINAME,Other not classified,..,..,..,..,..,..,..,..,..,6,0.2,0.2,0.5,0.5,1,1.4,2.8,2.9,2.2,1.8,4.6,0.3,0.3,..,..
1545,SWEDEN,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,13,40.6,34.8,69.8,25.5,30.5,26.6,27.4,31.1,33.6
1546,SWEDEN,Americas,..,..,..,..,..,..,255,243,217,225,247,250,260,239,190,226,671,652,724.4,313.6,335.8,349.5,485.5,516.3,613.2
1547,SWEDEN,East Asia and the Pacific,..,..,..,..,..,..,111,123,105,148,183,191,199,216,150,174,356,313.6,363.1,281,333.6,390,430.3,417,467.9
1548,SWEDEN,Europe,..,..,..,..,..,..,3368,3588,3760,3978,4176,3982,4425,3848,4294,4470,18248.7,18921.7,17530.7,4409.9,4980.4,5107.7,5143.2,5304.3,5689.1
1549,SWEDEN,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.7,44.2,38.6,..,..,..,..,..,..
1550,SWEDEN,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,26,55.6,45,76.5,77.1,91.5,87.7,109,110.3,117.6
1551,SWEDEN,Other not classified,..,..,..,..,..,..,374,321,185,325,277,306,340,252,227,274,..,..,..,553.1,710,820.2,858.9,1060.7,694.3
1553,SWITZERLAND,Africa,83,80,81,82,73,77,79,74,73,..,78,85,85.463,88.625,79.919,77.745,74.107,82,79,75.3,78.9,93,94.2,96.5,99.8
1554,SWITZERLAND,Americas,980,946,990,1074,1020,1199,1027,871,757,..,830,934,954.115,878.356,820.495,916.493,924.383,952,1004,1036.8,1095.5,1202,1360.8,1494.9,1616.4
1555,SWITZERLAND,East Asia and the Pacific,1008,1058,1027,880,924,1079,938,865,727,..,847,896,941.2,841,874,1074,1300,1491,1695.6,1846.5,2242,2908,3269.5,3413.7,3408
1556,SWITZERLAND,Europe,4785,4557,4847,5050,5030,5343,5277,4906,4821,..,5305,5747,6225.587,6520.802,6249.76,6237.359,5867.915,5612,5720.2,5676,5250.1,6199,6408.7,6709.4,6693.4
1557,SWITZERLAND,Middle East,53,52,52,44,43,51,62,70,67,..,76,85,108.957,147,133,157,167,211,255.5,306.7,371.7,..,..,..,..
1558,SWITZERLAND,South Asia,37,37,42,55,65,72,72,80,85,..,93,115,132.396,132.107,136.322,165.999,200.624,218,213,217.1,266.4,..,..,..,..
1559,SWITZERLAND,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1561,SYRIAN ARAB REPUBLIC,Africa,53,72,76,71,65,66,71,71,73,90,93,81,78,85,76,90,46,..,..,..,..,3.9,8.6,8.1,7.4
1562,SYRIAN ARAB REPUBLIC,Americas,19,21,26,28,31,38,43,45,44,58,58,59,59,75,84,97,37,..,..,..,..,16.3,18.6,26,30.9
